Course Name,University,Difficulty Level,Course Rating,Course URL,Skills
Genome Assembly Programming Challenge,University of California San Diego,Intermediate,4.3,https://www.coursera.org/learn/assembling-genomes,Computer Programming outbreak k-mer dna sequencing Data Structures computational biology assembly (programming) graphs genomics Algorithms computer-science algorithms
Supply chain management: Be global,Macquarie University,Advanced,4.8,https://www.coursera.org/learn/supply-chain-management-global,sustainability Supplier Selection chaining Supply Chain Strategy Procurement Operations Management global Leadership and Management supply chain supply chain management business business-strategy
Serious Gaming,Erasmus University Rotterdam,Advanced,4.4,https://www.coursera.org/learn/serious-gaming,persuasion rhetoric Machine Learning video game development emotions gamification sign complex training research methods Survey Research social-sciences education
"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance",The State University of New York,Intermediate,4.4,https://www.coursera.org/learn/nonprofit-organizations,fundraising law volunteer management public administration Peer Review leadership performance process concept testing Leadership and Management business leadership-and-management
Security and Privacy in TOR Network,University of Colorado System,Intermediate,4.4,https://www.coursera.org/learn/security-and-privacy-in-tor-network,credentialing attack model exit (system call) tracking web server credential sphere of influence network service tor (anonymity network) Communication computer-science computer-security-and-networks
Website Optimization Client Report Project,"University of California, Davis",Advanced,4.7,https://www.coursera.org/learn/seo-project,Digital Marketing target audience project Social Media search engine optimization software technical review internal audit keyword research copywriting mathematical optimization business marketing
The Bilingual Brain,University of Houston,Beginner,4.6,https://www.coursera.org/learn/bilingual,child language Bilingual linguistics sign language neuropsychology neurolinguistics child development language development neuroscience life-sciences psychology
Python and Machine-Learning for Asset Management with Alternative Data Sets,EDHEC Business School,Advanced,4.4,https://www.coursera.org/learn/machine-learning-asset-management-alternative-data,investment Tf Idf prior probability measurement sentiment analysis market (economics) Bag-Of-Words Model graphs Python Programming text mining business finance
Machine Learning Pipelines with Azure ML Studio,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/azure-machine-learning-studio-pipeline,test data Boosting (Machine Learning) Training source lines of code Machine Learning inequality (mathematics) web web service Writing Experiment data-science machine-learning
Introduction to Valuation with WACC,Coursera Project Network,Beginner,4.1,https://www.coursera.org/learn/introduction-valuation-wacc,cost Data Analysis project stock Finance average cost method net present value financial modeling Average Microsoft Excel business finance
Introduction to Search Engine Optimization,"University of California, Davis",Beginner,4.5,https://www.coursera.org/learn/search-engine-optimization,brand mathematical optimization Algorithms search algorithm search engine optimization keyword research semantics Marketing history Strategy business marketing
Cloud Systems Software,Georgia Institute of Technology,Advanced,5,https://www.coursera.org/learn/cloud-sys-software,orchestration (computing) i/o virtualization health architecture neutral distribution format Cloud-Based Integration Software Framework System Programming SQL Cloud Engineering multitier architecture information-technology cloud-computing
User Experience: Research & Prototyping,University of California San Diego,Advanced,4.5,https://www.coursera.org/learn/user-research,i-deas User Experience Human Computer Interaction thought Map experience interview interaction design persona (user experience) User Research computer-science design-and-product
Introduction to Project Management with ClickUp,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/introduction-to-project-management-with-clickup,Leadership and Management organizing (management) Collaboration project Project Management Accounting budget documents Communication schedule business leadership-and-management
Python Data Structures,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/python-data-structures,euler's totient function data item Data Science hive Python Programming Data Structures Algorithms Continuous Function Computer Programming Computer Science computer-science software-development
Digital Signal Processing 3: Analog vs Digital,ï¿½cole Polytechnique Fï¿½dï¿½rale de Lausanne,Advanced,4.7,https://www.coursera.org/learn/dsp3,Calculus digital signal processing interpolation Python Programming Electrical Engineering electronics data transmission microcontroller signal processing quantization (signal processing) physical-science-and-engineering electrical-engineering
Wood Science: Beyond Building,West Virginia University,Beginner,4.6,https://www.coursera.org/learn/wood-science,Environmental Studies plant plantation .properties furniture forest resource Civil Engineering materials Chemical Engineering physical-science-and-engineering environmental-science-and-sustainability
More on Change and Sustainability,University of Colorado System,Advanced,4.9,https://www.coursera.org/learn/business-case-sustainability,social accounting Strategy Leadership and Management sustainability accounting sustainability technical support Green Design evaluation stakeholder analysis leadership business leadership-and-management
Foundations of Teaching for Learning: Being a Teacher,Commonwealth Education Trust,Beginner,4.6,https://www.coursera.org/learn/being-a-teacher,evaluation thought Adult Education teaching method education pedagogy child development reflective practice teaching teacher training social-sciences education
JavaScript Numbers: Properties and Methods,Coursera Project Network,Beginner,5,https://www.coursera.org/learn/javascript-numbers-properties-methods,data type Writing .properties text corpus digital signature Computer Programming project mine numbers (spreadsheet) project concatenation computer-science mobile-and-web-development
R Programming,Johns Hopkins University,Conversant,4.4,https://www.coursera.org/learn/r-programming,R Programming euler's totient function language analysis Computer Programming General Statistics rstudio Data Analysis Problem Solving github data-science data-analysis
R Programming,Johns Hopkins University,Conversant,4.4,https://www.coursera.org/learn/r-programming,R Programming euler's totient function language analysis Computer Programming General Statistics rstudio Data Analysis Problem Solving github data-science data-analysis
"Major Engineering Projects: Governance, Risk and Scope",University of Leeds,Beginner,4.7,https://www.coursera.org/learn/major-engineering-projects,microsoft project Average Project Management Risk Management project finance model Leadership and Management Risk project Construction Management project governance physical-science-and-engineering mechanical-engineering
Mastering Digital Twins,EIT Digital,Beginner,3.7,https://www.coursera.org/learn/mastering-digital-twins,Benefits telecommunications network twin digitizing euler's totient function use case Product Development integrated services Cloud Computing Human Learning information-technology data-management
Data Visualization with Python,IBM,Beginner,4.4,https://www.coursera.org/learn/python-for-data-visualization,Chart Python Programming Choropleth Map analysis Computer Programming Data Visualization Map Matplotlib Bar Chart Data Analysis data-science data-analysis
Data Visualization with Python,IBM,Beginner,4.4,https://www.coursera.org/learn/python-for-data-visualization,Chart Python Programming Choropleth Map analysis Computer Programming Data Visualization Map Matplotlib Bar Chart Data Analysis data-science data-analysis
Quantum Optics 2 - Two photons and more,ï¿½cole Polytechnique,Intermediate,4.9,https://www.coursera.org/learn/quantum-optics-two-photons,quantum computing constraint algorithm finite volume method quantum simulator optics algorithm quantum network quantum entanglement quantum teleportation beam robotics quantum mechanics physical-science-and-engineering physics-and-astronomy
Diagnosing Health Behaviors for Global Health Programs,Johns Hopkins University,Advanced,4.7,https://www.coursera.org/learn/health-behaviors-global,human behavior affordance observational learning case study behavior emergency medicine modeling interpretation force fields perception life-sciences public-health
Introduction to Advanced Vibrations,Korea Advanced Institute of Science and Technology(KAIST),Beginner,4.8,https://www.coursera.org/learn/introduction-Advanced-vibrations,materials modeling Degrees Of Freedom beam robotics behavior lecture analysis Pressure Sensor Welding ordered pair physical-science-and-engineering mechanical-engineering
Sales Training: Inbound Business Strategy,HubSpot Academy,Advanced,4.8,https://www.coursera.org/learn/inbound-business-strategy,Prospecting Business Strategy Lead Qualification Strategy Marketing hubspot Sales consumer behaviour revenue inbound marketing business business-strategy
International Security Management,Erasmus University Rotterdam,Beginner,4.7,https://www.coursera.org/learn/international-security-management,Leadership and Management security management crime Risk Management terrorism security Risk Intelligence Analysis safety risk assessment social-sciences governance-and-society
Data Collection and Processing with Python,University of Michigan,Conversant,4.6,https://www.coursera.org/learn/data-collection-processing-python,list comprehension representational state transfer application programming interfaces Python Programming Map web api api testing web json Computer Programming computer-science software-development
Accounting Analysis I: Measurement and Disclosure of Assets,University of Illinois at Urbana-Champaign,Advanced,4.8,https://www.coursera.org/learn/asset-measurement-disclosure,cost Accounting fair value inventory Accounting Analysis investment asset bad debt Account Analysis financial statement business business-essentials
MongoDB Aggregation Framework,MongoDB Inc.,Advanced,4.5,https://www.coursera.org/learn/mongodb-aggregation-framework,Algorithms leverage (finance) arrays documents lookup table mapreduce mongodb Python Programming modeling Machine Learning data-science data-analysis
Predictive Modelling with Azure Machine Learning Studio,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/predictive-modelling-azure-machine-learning-studio,Writing BlockChain Machine Learning Python Programming predictive modelling Data Analysis Microsoft Azure Experiment running modeling data-science machine-learning
Dairy Production and Management,The Pennsylvania State University,Beginner,4.8,https://www.coursera.org/learn/dairy-production,feed uri scheme animal nutrition animal farm Leadership and Management reproduction nutrition disease Disease Control genetics life-sciences animal-health
AWS Computer Vision: Getting Started with GluonCV,Amazon Web Services,Beginner,4.6,https://www.coursera.org/learn/aws-computer-vision-gluoncv,automatic differentiation Model Building Gradient Artificial Neural Networks image segmentation statistical classification convolution Machine Learning Computer Vision object detection information-technology cloud-computing
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,Beginner,4.6,https://www.coursera.org/learn/introduction-tensorflow,Human Learning Convolutional Neural Network convolution Computer Vision Tensorflow Keras Artificial Neural Networks Deep Learning Machine Learning Computer Programming computer-science software-development
Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",Intermediate,4.5,https://www.coursera.org/learn/wine,sensory analysis philosophy chemistry flavor food science fish food chemistry analysis grape wine tasting personal-development personal-development
Imagining Other Earths,Princeton University,Not Calibrated,4.7,https://www.coursera.org/learn/life-on-other-planets,evolution extremophile physics Solar Systems origin of life astrobiology astronomy fermi paradox Geology theory of relativity physical-science-and-engineering physics-and-astronomy
Automation Scripts Using Bash,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/auto-scripts-bash,Software Testing bash (unix shell) complex text layout systems architecture unix parsing test automation html unix shells shell script computer-science software-development
Social Network Analysis,"University of California, Davis",Beginner,4.6,https://www.coursera.org/learn/social-network-analysis,Factorial s-box network science analysis social network analysis Databases social network computational social science Mathematics Network Analysis data-science data-analysis
Accounting for Decision Making,University of Michigan,Intermediate,4.8,https://www.coursera.org/learn/accounting,Decision Making financial statement treasury stock relative change and difference Financial Accounting Finance bookkeeping Accounting accounts receivable debits and credits business finance
Unravelling solutions for Future Food problems,Utrecht University,Beginner,4.6,https://www.coursera.org/learn/solutions-future-food-problem,healthy choice plant nutrition food processing nutritional deficiencies food science nutrition agriculture food security Food Packaging sustainability life-sciences public-health
European Business Law: Competing in Europe,Lund University,Intermediate,4.7,https://www.coursera.org/learn/eu-competition-law,competition law trademarks law Legal Writing Procurement subsidy Intellectual Property Law market (economics) Business Law intellectual property business business-essentials
Negotiation skills: Negotiate and resolve conflict,Macquarie University,Advanced,4.7,https://www.coursera.org/learn/negotiation-skills-conflict,Leadership and Management self-assessment conflict resolution social skills Negotiation interact Change Management Communication psychological concepts self-awareness business business-essentials
Essentials in Clinical Simulations Across the Health Professions,The George Washington University,Conversant,4.8,https://www.coursera.org/learn/clinicalsimulations,Operations Management debriefing evaluation hospital administrators simulation program management Leadership and Management pedagogy ordered pair methodology life-sciences healthcare-management
Exploring Light: Hands-on Activities and Strategies for Teachers,Exploratorium,Beginner,4.8,https://www.coursera.org/learn/teach-light-color,lesson plan Strategy photography wait (system call) lent experience ordered pair optics algorithm exhibitions physics experiments physical-science-and-engineering physics-and-astronomy
Fundamentals of waves and vibrations,ï¿½cole Polytechnique,Intermediate,4.2,https://www.coursera.org/learn/fundamentals-waves-vibrations,media & citizenship Aerospace Engineering Civil Engineering Mechanical Engineering Geometry beam robotics physics fluid mechanics acoustics Audio Engineering physical-science-and-engineering mechanical-engineering
Internet of Things V2: Setting up and Using Cloud Services,University of California San Diego,Advanced,4.7,https://www.coursera.org/learn/internet-of-things-cloud-services-version2,project Cloud Computing interfaces internet of things Communication modeling application programming interfaces linux on embedded systems internet web physical-science-and-engineering electrical-engineering
Foundations of Healthcare Systems Engineering,Johns Hopkins University,Beginner,4.9,https://www.coursera.org/learn/foundations-of-healthcare-systems-engineering,Medical Management systems engineering health informatics health systems engineering healthy building Medical Billing health Healthcare Management medical record biomedical engineering life-sciences healthcare-management
Aspectos bï¿½sicos de la planificaciï¿½n y la gestiï¿½n de proyectos,University of Virginia,Intermediate,4.8,https://www.coursera.org/learn/uva-darden-project-management-es,agile management cmos project plan Project Management Leadership and Management scrum (software development) Planning microsoft project project planning project business business-essentials
Enhance Organizational Communications with Slack,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/enhance-organizational-communications-with-slack,Communication Leadership and Management performance sources internet social collaboration communication planning collaborative working environment media sharing project business business-essentials
AI for Medical Diagnosis,DeepLearning.AI,Beginner,4.5,https://www.coursera.org/learn/ai-for-medical-diagnosis,multiclass classification medical imaging Computer Vision medical diagnosis Artificial Neural Networks image segmentation Machine Learning evaluation image processing statistical classification data-science machine-learning
JavaScript Variables and Assignment Operators,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/javascript-variables-assignment-operators,Web Development html Javascript null coalescing operator data type ternary conditional operator text editors project private network modulo operation computer-science mobile-and-web-development
Web of Data,EIT Digital,Advanced,4,https://www.coursera.org/learn/web-data,sparql syntax Databases metadata web page Semantic Web website architecture web html triplestore data-science data-analysis
Implant Dentistry,The University of Hong Kong,Advanced,4.9,https://www.coursera.org/learn/implant-dentistry,dental implant biomaterials dentist digital dentistry patient Planning Surgery dentistry orthodontics dental prosthesis life-sciences basic-science
What Is Contemporary Art?,The Museum of Modern Art,Intermediate,4.7,https://www.coursera.org/learn/contemporary-art,analysis visual arts photography film abuse of power Art History history Creativity art arts and humanities arts-and-humanities music-and-art
AI Workflow: Feature Engineering and Bias Detection,IBM,Intermediate,4.5,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection,Natural Language Processing Pattern Recognition Algorithms Machine Learning Topic Model data clustering algorithms Dimensionality Reduction unsupervised learning Feature Engineering Outlier data-science machine-learning
Medical Technology and Evaluation,University of Minnesota,Beginner,4.5,https://www.coursera.org/learn/healthcare-medical-technology,cost benefit analysis Clinical Trial medical technology evaluation Trial Design health care health insurance clinical trials insurance medical devices business finance
Communication in the 21st Century Workplace,"University of California, Irvine",Intermediate,4.2,https://www.coursera.org/learn/communication-in-the-workplace,Business Communication active listening Communication conflict resolution workplace communication communications management Leadership and Management nonverbal communication peering leadership business business-essentials
"Excel/VBA for Creative Problem Solving, Part 3 (Projects)",University of Colorado Boulder,Advanced,4.8,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-3-projects,interactivity Computer Programming microsoft excel macro microsoft excel vba Project Management microsoft project microsoft access usability Microsoft Excel visual basic computer-science algorithms
Hardware Security,"University of Maryland, College Park",Advanced,4.1,https://www.coursera.org/learn/hardware-security,graph coloring Hardware Design trusted platform module vulnerability (computing) security modular exponentiation System Security Cryptography Systems Design side-channel attack computer-science computer-security-and-networks
3D Models for Virtual Reality,University of London,Advanced,4.6,https://www.coursera.org/learn/3d-models-virtual-reality,game engine 3d computer graphics unreal engine graphics hardware Computer Graphics three-dimensional graph Virtual Reality augmented reality autodesk 3ds max 3d modeling computer-science design-and-product
Teach English Now! Teaching Language Online,Arizona State University,Intermediate,4.6,https://www.coursera.org/learn/teachlanguageonline,language needs analysis english language tutor facilitation korean language pedagogy teaching Planning lesson plan language-learning learning-english
Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,Beginner,4.6,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,modeling Deep Learning adversary model Loss Control generation knowledge representation experience Generative Model Training PyTorch data-science machine-learning
Getting Started in Google Analytics,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/getting-started-in-google-analytics,project copywriting Digital Marketing Social Media google analytics social media marketing Business Analysis analysis Project Management analytics data-science data-analysis
Understanding Europe: Why It Matters and What It Can Offer You,HEC Paris,Beginner,4.4,https://www.coursera.org/learn/europe,funds law Business Law instrumentation (computer programming) civic engagement competition law monetary policy Average level playing field trading social-sciences governance-and-society
Future Development in Supply Chain Finance and Blockchain Technology,New York Institute of Finance,Advanced,4.5,https://www.coursera.org/learn/future-developments-supply-chain-finance-blockchain-technology,Finance BlockChain entry point Benefits modeling ethereum supply chain FinTech saving leverage (finance) business finance
Regression Analysis with Yellowbrick,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/machine-learning-regression-yellowbrick,performance modeling project Python Programming evaluation Regression Analysis linearity linear regression Regression Machine Learning data-science machine-learning
Use Canva to Create an Interactive Mind Map,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/canva-create-an-interactive-mind-map,audience Communication project Strategy brand Map Computer Graphics mind map Graphic Design utility business marketing
Convolutions for Text Classification with Keras,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/convolution-text-classification-keras,Document Classification statistical classification language Machine Learning Keras Python Programming convolution Tensorflow Word Embedding Natural Language Processing data-science machine-learning
Matrix Factorization and Advanced Techniques,University of Minnesota,Intermediate,4.2,https://www.coursera.org/learn/matrix-factorization,Algorithms recommender systems Leadership and Management matrices evaluation Factorization Human Learning Machine Learning Kaggle tracking data-science machine-learning
Fundamentals of financial and management accounting,Politecnico di Milano,Beginner,4.7,https://www.coursera.org/learn/financial-accounting-polimi,Management Accounting contribution margin evaluation cost investment Financial Accounting Accounting Leadership and Management gross margin Finance business finance
"Online Games: Literature, New Media, and Narrative",Vanderbilt University,Advanced,4.7,https://www.coursera.org/learn/interactive-media-gaming,analysis cognitive map film game design Storytelling ordered pair Game Theory history video game development video game developers arts-and-humanities music-and-art
Electronic Music Performance Techniques,Berklee College of Music,Beginner,4.1,https://www.coursera.org/learn/edi-performance-techniques,chord performance sound electronic music gnu octave ordered pair music piano electronics ableton arts-and-humanities music-and-art
Autodesk Fusion 360 Integrated CAD/CAM/CAE,Autodesk,Beginner,4.7,https://www.coursera.org/learn/fusion-360-integrated-cad-cam-cae,3d modeling CNC Machine rendering (computer graphics) computer-aided design Autodesk manufacturing process management modeling autocad simulation Mechanical Design physical-science-and-engineering mechanical-engineering
Advanced System Security Topics,University of Colorado System,Advanced,4.4,https://www.coursera.org/learn/Advanced-system-security-topics,System Security encryption authorization certificate authentication extensibility web browsers security public-key cryptography access control specification (technical standard) computer-science computer-security-and-networks
Reviews & Metrics for Software Improvements,University of Alberta,Advanced,4.6,https://www.coursera.org/learn/reviews-and-metrics-for-software-improvements,software metrics software project management scrum (software development) Project Management software Leadership and Management Software Engineering software product management project Product Management computer-science design-and-product
Internet of Things: Sensing and Actuation From Devices,University of California San Diego,Intermediate,4.4,https://www.coursera.org/learn/internet-of-things-sensing-actuation,robotics command-line interface ordered pair bluetooth internet interfaces display devices Electrical Engineering internet of things c dynamic memory allocation physical-science-and-engineering electrical-engineering
Design and Interpretation of Clinical Trials,Johns Hopkins University,Beginner,4.7,https://www.coursera.org/learn/clinical-trials,randomization clinical trials research ethics Clinical Trial Design Trial Design analysis interpretation clinical research Clinical Trial ethics life-sciences research
Exploring Beethovenï¿½s Piano Sonatas Part 2,Curtis Institute of Music,Beginner,5,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-2,analysis latex piano happiness music prior probability opus (audio format) rubygems awe Drama arts-and-humanities history
Sustainable Development in the 21st Century with Ban Ki-moon,Yonsei University,Intermediate,4.8,https://www.coursera.org/learn/sustainable-development-ban-ki-moon,global sustainability biosphere justice green jobs education youth Innovation climate change Economics social-sciences governance-and-society
IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies,Yonsei University,Beginner,4.6,https://www.coursera.org/learn/iot-wireless-cloud-computing,wi-fi bluetooth wireless mobile cloud computing Communication wireless networking Cloud Computing emerging technologies internet of things internet information-technology cloud-computing
The Evolving Universe,Caltech,Intermediate,4.6,https://www.coursera.org/learn/evolvinguniverse,astronomy evolution process verse protocol theory of relativity astrobiology physics Solar Systems satellite energy physical-science-and-engineering physics-and-astronomy
Light Up Your World in Unity (Introduction to Lighting),Coursera Project Network,Advanced,Not Calibrated,https://www.coursera.org/learn/light-up-your-world-unity-introduction-lighting,moonlight visual effects interactive learning system f program evaluation and review technique project tostan icarus project simulation meta learning computer-science software-development
Business Strategy,University of Illinois at Urbana-Champaign,Intermediate,4.8,https://www.coursera.org/learn/strategy-business,leadership Business Strategy Strategic Analysis Strategy Leadership and Management strategic thinking analysis competitiveness modeling strategic management business business-strategy
Culminating Project in Health Informatics,Johns Hopkins University,Beginner,4.8,https://www.coursera.org/learn/culminating-project-course-in-health-informatics,sources biomedical engineering translational medicine health informatics pharmacy technician decision support system analysis pharmacy Planning nursing life-sciences health-informatics
Data Processing and Feature Engineering with MATLAB,MathWorks,Beginner,4.6,https://www.coursera.org/learn/feature-engineering-matlab,kurtosis Feature Engineering Studentized Residual Smoothing k-means clustering analysis Summary Statistics Box Plot Outlier Principal Component Analysis data-science data-analysis
Web Application Security Testing with Burp Suite,Coursera Project Network,Intermediate,3.9,https://www.coursera.org/learn/web-application-security-testing-burp-suite,Software Security burp suite hypertext transfer protocol security web application security sql injection penetration test web application web internet security computer-science computer-security-and-networks
Modeling and Debugging Embedded Systems,University of Colorado Boulder,Beginner,4.6,https://www.coursera.org/learn/modeling-debugging-embedded-systems,modeling market (economics) debugging systems engineering in-band signaling internet of things smart highway i-deas analysis market segmentation computer-science design-and-product
The Power of Markets III: Input Markets and Promoting Efficiency,University of Rochester,Advanced,4.8,https://www.coursera.org/learn/market-efficiency,consumer behaviour basel iii discrimination supply and demand price discrimination demand pricing price elasticity of demand market (economics) economic rent business business-essentials
Predict Employee Turnover with scikit-learn,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/employee-turnover-scikit-learn,decision tree Scikit-Learn Random Forest employment Accuracy And Precision statistical classification randomness project forest Python Programming data-science machine-learning
Introduction to Translational Science,University of Rochester,Beginner,4.4,https://www.coursera.org/learn/intro-translational-science,translational research translation observational study Phases Of Clinical Research health services research clinical trials clinical research health policy Laboratory Research Clinical Trial life-sciences basic-science
Create a Financial Statement using Google Sheets,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/create-financial-statement-google-sheets,numbers (spreadsheet) analysis presentation financial statement budget balance sheet Receiving project Finance business analytics business finance
Building Basic Relational Databases inï¿½SQL Server Management Studio,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/basic-relational-databases-sql,running Databases Project Management Leadership and Management sql server management studio entry point language php relational database SQL computer-science software-development
Analyzing the Universe,Rutgers the State University of New Jersey,Beginner,4.6,https://www.coursera.org/learn/analyze,virtual observatories astronomy sources calcium Mechanical Engineering quantum mechanics image formation Average observation observational astronomy physical-science-and-engineering physics-and-astronomy
Introduction to Google Docs,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/intro-to-google-docs,Collaboration documents jpeg Writing google analytics home screen project Chart doxing c++ business business-essentials
Foundations of Business Strategy,University of Virginia,Intermediate,4.7,https://www.coursera.org/learn/uva-darden-foundations-business-strategy,porter's five forces analysis capability analysis competitiveness Strategic Analysis Strategy competitor analysis Business Analysis analysis swot analysis Business Strategy business business-strategy
Writing and Editing: Structure and Organization,University of Michigan,Intermediate,4.6,https://www.coursera.org/learn/writing-editing-structure,Proofreading editing Scientific Writing academic writing i-deas Legal Writing punctuation slogan Writing curse of knowledge personal-development personal-development
Clinical Natural Language Processing,University of Colorado System,Advanced,2.4,https://www.coursera.org/learn/clinical-natural-language-processing,linguistics corpora Natural Language Processing stemming radiology matching extract regular expression pragmatics natural language data-science data-analysis
Create a First-Person Camera (VM-Compatible!) in Unity,Coursera Project Network,Intermediate,4.6,https://www.coursera.org/learn/create-first-person-camera-c-sharp-unity,Mathematics Tensorflow event (computing) virtual machine c++ computer keyboards boolean data type Computer Programming Virtual Reality Factorial computer-science software-development
Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,Intermediate,4.6,https://www.coursera.org/learn/physical-therapy-exercise,Cancer physical therapy physical activity therapy exercise Planning sports Leadership and Management risk factors arthritis life-sciences patient-care
Causal Inference 2,Columbia University,Intermediate,3.6,https://www.coursera.org/learn/causal-inference-2,Econometrics Instrumental Variable principal stratification marginal structural model fixed effects model modeling Causal Inference analysis Estimation regression discontinuity design data-science probability-and-statistics
Key Success Factors in Supply Chain Finance,New York Institute of Finance,Advanced,4.6,https://www.coursera.org/learn/key-success-factors-supply-chain-finance,Marketing analysis corporate bond presales consumption (economics) Procurement trading Sales supply chain pricing business finance
Python Basics,University of Michigan,Beginner,4.8,https://www.coursera.org/learn/python-basics,Problem Solving python syntax and semantics turtle graphics Computer Programming language Python Programming semantics for loop basic programming language syntax computer-science software-development
Advanced Business Strategy,University of Virginia,Beginner,4.7,https://www.coursera.org/learn/uva-darden-Advanced-business-strategy,Strategic Analysis Strategy Business Strategy strategic management Marketing competitiveness Leadership and Management analysis diversification (marketing strategy) stakeholder analysis business business-strategy
Transacting on the Blockchain,INSEAD,Intermediate,4.8,https://www.coursera.org/learn/transacting-blockchain,security token cryptocurrency enabling BlockChain smart contract ethereum Finance identity management systems double-entry bookkeeping system financial services business business-strategy
Facial Expression Classification Using Residual Neural Nets,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/facial-expression-classification,Artificial Neural Networks Machine Learning image processing Python Programming Deep Learning facial expression Numpy image segmentation Tensorflow back-end database data-science machine-learning
Logistic Regression with NumPy and Python,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/logistic-regression-numpy-python,Logistic Regression Machine Learning supply chain Regression Analysis project mine Python Programming project Computer Programming Numpy Regression data-science machine-learning
Construct Stock Market Indices,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/construct-stock-market-indices,public float project Microsoft Excel market (economics) Finance stock market Weighting stock index investment business finance
Predict Housing Prices in R on Boston Housing Data,Coursera Project Network,Beginner,4.1,https://www.coursera.org/learn/predict-housing-prices-boston-data,Machine Learning ggplot2 linear regression randomness project Finance Random Forest euler's totient function R Programming Microsoft Excel data-science data-analysis
Herbal Medicine,University of Minnesota,Beginner,4.9,https://www.coursera.org/learn/herbalmedicine,patient medicine antimicrobial herb-drug interactions adaptogen symptoms canning carminative herbal decoction life-sciences patient-care
Creating Toolpaths for a CNC Lathe,Autodesk,Beginner,4.8,https://www.coursera.org/learn/cnc-toolpaths-cnc-lathe,Autodesk autocad Manufacturing Processes mathematical optimization Chemical Engineering inequality (mathematics) Mechanical Engineering Computer Programming entry point computer-aided design physical-science-and-engineering mechanical-engineering
System Validation (2): Model process behaviour,EIT Digital,Advanced,4.4,https://www.coursera.org/learn/system-validation-behavior,null coalescing operator mcrl2 process parallel process ternary conditional operator transition system bisimulation System V modulo operation wait (system call) computer-science software-development
Artificial Intelligence Privacy and Convenience,LearnQuest,Advanced,5,https://www.coursera.org/learn/ai-privacy-and-convenience,ordered pair Machine Learning Big Data Game Theory privacy transparency (human computer interaction) ethics Average semigroup action adversary model data-science data-analysis
Client Booking & Scheduling with Picktime,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/client-booking-scheduling-with-picktime,schedule Accounting time management project Leadership and Management html Booking maximization (psychology) Business Operations Operations Management business leadership-and-management
Academic Information Seeking,Technical University of Denmark (DTU),Beginner,4.6,https://www.coursera.org/learn/academicinfoseek,resource Strategy Planning process documents seeks Leadership and Management Scientific Writing iri (company) evaluation personal-development personal-development
Create a Boggle Word Solver using recursion in Python,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/boggle-python-recursion,tree structure lookup table trie Data Structures tree traversal Python Programming ?-recursive function euler's totient function ordered pair recursion computer-science software-development
Collect and Share Employee Feedback with Officevibe,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/collect-and-share-employee-feedback-officevibe,opinion target audience Leadership and Management usability Accounting pulse employment shareholders personal advertisement Human Resources business leadership-and-management
Introduction to Social Media Analytics,Emory University,Advanced,4.4,https://www.coursera.org/learn/social-media-analytics-introduction,analysis Market Analysis utility Data Mining analytics Social Media social media measurement media monitoring social media analytics consumer behaviour business marketing
Exploratory Data Analysis for Machine Learning,IBM,Intermediate,4.8,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,Bayesian nonparametric statistics Feature Engineering statistical hypothesis testing Outlier Machine Learning Bayesian Statistics estimation theory Exploratory Data Analysis Feature Scaling data-science machine-learning
